-4.57873,-1.24667,0.48159,-0.50184,0.39273,-1.51501,-0.16117,-0.22484,-0.06958
1.59895,0.51913,-0.47839,0.54584,0.36008,-0.06027,0.83931,-0.02061,-0.07089
-4.45076,1.34924,-0.31762,-0.21970,0.63265,-0.06800,-0.24720,-0.73241,-0.08279
1.53822,0.94614,-0.44353,-0.35750,-0.08168,-0.22044,0.63947,0.64179,-0.71172
0.81881,0.15520,-1.44364,0.04534,-1.27061,-0.48294,-0.25585,-0.22400,-0.29211
1.59683,0.46876,-0.48640,0.58000,0.37467,-0.07795,0.83744,0.02261,-0.06296
0.84503,-1.24359,-1.79390,-0.12658,-1.12237,0.40184,-0.64079,-0.05062,0.27250
1.91437,-0.12962,0.32263,-1.31384,0.61512,0.61499,-0.24032,0.67715,-0.13423
-4.37459,1.54460,-0.36279,-0.22602,0.63700,-0.01022,-0.30148,-0.76853,-0.13404
1.80195,-0.10045,0.08423,0.04178,0.72262,0.02690,0.13871,-0.12361,0.62343
1.84709,0.32425,0.56092,-1.05931,0.31839,0.08268,-0.35283,0.16096,-0.26371
-4.46976,1.46490,-0.32963,-0.25427,0.57519,-0.05261,-0.25628,-0.75486,-0.10035
-0.23574,-0.57349,1.91194,1.22272,-0.50211,0.64395,-0.11463,-0.44104,-0.35903
1.60471,0.29222,-0.68666,0.38918,0.41773,0.29249,0.68740,-0.07201,0.37018
1.79220,-0.00769,0.28198,-1.40524,0.18147,0.74264,-0.63800,0.07066,-0.27840
1.08389,-1.11137,-0.83322,-0.03385,-0.96755,-0.69027,-0.65520,-0.12598,0.23658
1.79996,0.63018,0.48005,-0.68738,0.39848,-0.34996,0.12097,0.42405,-0.38134
-2.25786,-2.07889,-0.71556,-0.14736,-0.33656,1.92154,0.55060,-0.06796,-1.46060
1.79757,0.03039,0.24660,0.30345,0.70475,-0.30070,0.32551,-0.05727,0.22117
1.85313,-0.09051,0.37909,-1.44394,0.30284,0.76549,-0.60620,0.24148,-0.34601
1.60485,0.41934,-0.48124,0.58629,0.37923,-0.07347,0.84095,0.01679,-0.04951
1.39536,0.00882,-0.90972,0.76439,-0.04023,-0.30895,0.61102,0.34237,-0.17409
0.92791,-1.03861,-0.78350,0.03147,-1.25196,-1.22826,-0.66829,-0.13399,0.00770
1.76005,0.38928,0.60742,-0.84316,0.06476,-0.37524,-0.26039,0.17792,-0.60557
1.58119,-0.70983,0.07234,0.03904,0.00209,-0.06816,-0.41944,-0.49272,0.41650
1.56197,-0.05600,-0.78116,0.38339,0.27761,0.06456,0.61186,0.23651,0.32530
0.76266,0.22372,1.44826,1.22484,-0.02055,0.77231,-0.66981,-0.04579,0.10781
-0.05336,1.84523,0.32629,1.25970,-0.88707,0.92043,-0.45858,0.03949,-0.03389
-1.02082,-1.68775,2.38271,0.60516,-0.98482,-0.22904,0.94206,-0.48092,-0.53113
1.76298,-0.03705,0.18907,0.31703,0.61668,-0.35542,0.29026,-0.07747,0.26674
1.67866,-0.01352,0.32354,0.01895,0.12699,-0.42558,-0.13205,-0.51208,-0.01474
1.82128,-0.70907,-0.06577,-0.29616,0.73537,0.62454,-0.10928,0.07015,0.55813
-4.52397,-1.76409,-0.77575,-0.88231,0.23294,1.42922,0.51818,-0.05357,0.14991
-4.10561,1.13101,-0.28834,-0.01478,0.54910,0.00125,-0.30111,-0.64783,-0.17094
1.85483,0.23247,0.59142,-1.07525,0.30689,0.01903,-0.35919,0.21001,-0.27040
1.70254,-0.36016,0.39048,0.07864,0.13036,-0.59775,-0.12697,-0.39474,0.02619
-2.23156,0.43966,0.57865,0.90344,-0.24710,0.54392,-0.16267,0.19098,0.32838
1.86148,0.44259,0.60402,-0.72441,0.49063,-0.43236,0.14753,0.64476,-0.44386
1.05669,-0.16682,1.03994,0.98001,0.38038,0.51319,-0.38933,0.42852,0.68286
0.94363,-0.89266,-0.90139,0.17865,-1.16900,-1.02016,-0.47624,-0.14578,-0.02908
