0.78189,-0.92468,-0.85900,-0.24593,-1.13438,-1.05926,-0.19039,-0.52465
1.55378,0.43869,0.50502,-0.66053,0.22463,-0.37044,0.11219,-0.39525
1.39499,-0.56700,0.09991,-0.05166,-0.02445,-0.04315,-0.43473,-0.25002
1.37409,-0.06996,-0.69660,0.37865,0.17214,0.11447,0.18384,0.59280
0.67821,0.14949,1.29474,1.06389,-0.28510,0.58516,-0.13960,-0.55087
0.03877,1.45586,0.25410,1.07582,-0.91840,0.72785,-0.06525,-0.36362
-0.91001,-1.42323,2.10787,0.33616,-0.96256,-0.38575,-0.19985,0.69974
1.55833,-0.16404,0.12585,0.39711,0.48730,-0.33574,-0.02139,0.31504
1.47868,0.01640,0.24128,0.07134,0.11179,-0.34443,-0.50002,-0.10708
1.60621,-0.62210,-0.00058,-0.14957,0.63657,0.55307,0.07299,0.06592
-4.06486,-1.48306,-0.42250,-0.94945,0.20540,1.35647,-0.00294,0.48899
-3.79392,0.95327,-0.19722,0.04197,0.49974,0.02771,-0.65498,-0.18058
1.63817,0.34432,0.54256,-0.80636,0.45793,-0.03842,0.16144,-0.39630
1.49926,-0.31301,0.26224,0.07093,0.11903,-0.48583,-0.39187,-0.08633
-2.22824,0.34992,0.59093,0.64714,-0.41416,0.34368,0.03381,-0.03210
1.64581,0.47194,0.48221,-0.46078,0.59903,-0.43560,0.57268,-0.00130
0.90562,-0.15332,0.89647,1.05301,0.13452,0.44846,0.37691,-0.17693
0.77148,-0.81332,-0.97540,-0.13945,-1.14008,-0.89431,-0.21682,-0.39960
